epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,2586.62,1.00012,0.54949,0.00287,0.7346,0.65982,0.70544,0.46691,1.23223,0.81623,0.00658,0.000257683,0.000257683,0.000257683
76,2614.16,1.01192,0.54918,0.00291,0.70259,0.69626,0.71645,0.46553,1.22081,0.84943,0.00653,0.0002525,0.0002525,0.0002525
77,2649.17,1.01024,0.54769,0.00292,0.71404,0.66978,0.70966,0.46038,1.252,0.82714,0.00666,0.000247317,0.000247317,0.000247317
78,2683.92,1.00484,0.54773,0.00294,0.784,0.67478,0.73016,0.48115,1.21866,0.82369,0.00656,0.000242136,0.000242136,0.000242136
79,2718.81,1.01708,0.53999,0.00289,0.80428,0.71366,0.75508,0.49139,1.23198,0.80143,0.00658,0.000236959,0.000236959,0.000236959
80,2748.24,1.00623,0.54432,0.00283,0.7813,0.67069,0.73539,0.46913,1.23722,0.80104,0.00664,0.00023179,0.00023179,0.00023179
81,2779.68,0.98152,0.52319,0.00285,0.72475,0.66011,0.71464,0.46911,1.23314,0.84093,0.00661,0.000226629,0.000226629,0.000226629
82,2815.84,0.99791,0.54278,0.00283,0.65199,0.73408,0.71245,0.47315,1.22015,0.82187,0.00649,0.00022148,0.00022148,0.00022148
83,2850.47,0.98139,0.52665,0.00285,0.67198,0.67741,0.69008,0.45677,1.22878,0.85798,0.00652,0.000216344,0.000216344,0.000216344
84,2884.35,0.99532,0.53191,0.00281,0.70025,0.68934,0.71337,0.46783,1.22076,0.83214,0.00653,0.000211225,0.000211225,0.000211225
85,2918.59,0.97315,0.53105,0.00275,0.71248,0.66638,0.7099,0.4695,1.22985,0.82019,0.00659,0.000206123,0.000206123,0.000206123
86,2954.55,0.98165,0.52942,0.00281,0.66883,0.74219,0.72129,0.47742,1.20882,0.82345,0.00646,0.000201042,0.000201042,0.000201042
87,2988.94,0.97414,0.50469,0.00283,0.74984,0.6886,0.72395,0.47842,1.23197,0.80941,0.00659,0.000195983,0.000195983,0.000195983
88,3022.95,0.97244,0.50599,0.00276,0.695,0.69804,0.70747,0.46995,1.21334,0.82367,0.00646,0.000190949,0.000190949,0.000190949
89,3057.07,0.96967,0.51679,0.00272,0.70308,0.63597,0.69773,0.46526,1.21668,0.85403,0.00644,0.000185942,0.000185942,0.000185942
90,3093.39,0.96595,0.52089,0.00272,0.72882,0.63923,0.68664,0.46335,1.21785,0.85165,0.00648,0.000180965,0.000180965,0.000180965
91,3129.69,0.97097,0.51081,0.00273,0.69799,0.69849,0.69403,0.46585,1.22273,0.84026,0.0065,0.000176018,0.000176018,0.000176018
92,3165.19,0.96781,0.50594,0.0027,0.76133,0.67182,0.71559,0.46386,1.23975,0.8313,0.00663,0.000171106,0.000171106,0.000171106
93,3200.89,0.95768,0.51416,0.00275,0.67092,0.67731,0.69015,0.45872,1.23129,0.82902,0.00655,0.000166228,0.000166228,0.000166228
94,3235.17,0.96373,0.50983,0.00275,0.76083,0.64904,0.70832,0.46525,1.22433,0.83356,0.00654,0.000161389,0.000161389,0.000161389
95,3270.79,0.95253,0.49815,0.00273,0.68725,0.67431,0.70407,0.46423,1.2278,0.84627,0.00654,0.00015659,0.00015659,0.00015659
96,3307.59,0.95915,0.50426,0.00272,0.65517,0.73137,0.70792,0.46617,1.2174,0.86624,0.00648,0.000151833,0.000151833,0.000151833
97,3343.19,0.94511,0.49525,0.00266,0.73688,0.64362,0.69509,0.46568,1.22485,0.84839,0.00652,0.00014712,0.00014712,0.00014712
