epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,1778.72,1.02945,0.58345,0.00298,0.67707,0.73086,0.71514,0.46934,1.22685,0.88174,0.00656,0.000648071,0.000648071,0.000648071
63,1813.28,1.02813,0.59505,0.00293,0.68733,0.70713,0.70281,0.46106,1.22378,0.84924,0.00654,0.000638115,0.000638115,0.000638115
64,1847.29,1.02816,0.58066,0.00297,0.65272,0.71098,0.70204,0.45885,1.24943,0.87577,0.00658,0.000628101,0.000628101,0.000628101
65,1884.53,1.03218,0.57076,0.00294,0.70145,0.69728,0.72352,0.48454,1.22152,0.87889,0.00651,0.000618034,0.000618034,0.000618034
66,1918.92,1.01577,0.57195,0.00288,0.68195,0.76185,0.73416,0.47523,1.21624,0.83277,0.00645,0.000607916,0.000607916,0.000607916
67,1956.27,1.01694,0.56633,0.00295,0.67858,0.72061,0.70866,0.46419,1.22914,0.86413,0.00652,0.000597754,0.000597754,0.000597754
68,1991.18,1.02451,0.58085,0.00295,0.64839,0.71681,0.72555,0.47076,1.2303,0.83092,0.0066,0.000587551,0.000587551,0.000587551
69,2016.55,1.00826,0.558,0.00289,0.69828,0.69136,0.70984,0.46439,1.21882,0.85257,0.00651,0.000577311,0.000577311,0.000577311
70,2041.86,1.0071,0.55024,0.00285,0.69417,0.72133,0.71302,0.46929,1.22558,0.86604,0.00663,0.00056704,0.00056704,0.00056704
71,2068.31,1.00619,0.55754,0.00291,0.68323,0.71945,0.71209,0.46391,1.24151,0.88958,0.00665,0.000556742,0.000556742,0.000556742
72,2096.79,1.00518,0.55252,0.00286,0.70206,0.7214,0.70643,0.45633,1.23048,0.86141,0.00659,0.000546421,0.000546421,0.000546421
73,2127.7,0.99119,0.53114,0.00285,0.70411,0.70937,0.70195,0.46565,1.21893,0.86401,0.00654,0.000536081,0.000536081,0.000536081
74,2160,1.00285,0.56056,0.00284,0.67658,0.71227,0.68654,0.44801,1.22104,0.86229,0.00649,0.000525728,0.000525728,0.000525728
75,2194.14,0.98462,0.53775,0.0028,0.68798,0.69416,0.69053,0.45003,1.24054,0.90523,0.00668,0.000515366,0.000515366,0.000515366
76,2228.03,0.99698,0.5293,0.00283,0.67911,0.71885,0.71016,0.47128,1.25877,0.86938,0.00666,0.000505,0.000505,0.000505
77,2262.24,0.97697,0.52349,0.00278,0.67587,0.68953,0.69012,0.4445,1.23848,0.92911,0.00668,0.000494634,0.000494634,0.000494634
78,2296.3,0.97707,0.52016,0.00281,0.68864,0.69445,0.69534,0.45916,1.23572,0.90407,0.00663,0.000484272,0.000484272,0.000484272
79,2329.23,0.98836,0.52588,0.00278,0.69987,0.72303,0.71888,0.46742,1.23659,0.84557,0.00664,0.000473919,0.000473919,0.000473919
80,2365.19,0.98195,0.52511,0.00273,0.71376,0.70422,0.71008,0.45818,1.23608,0.86546,0.0066,0.000463579,0.000463579,0.000463579
81,2399.53,0.95884,0.50179,0.00277,0.68168,0.70125,0.6928,0.45758,1.22648,0.88507,0.00661,0.000453258,0.000453258,0.000453258
82,2432.65,0.96732,0.50874,0.00271,0.66417,0.74791,0.71274,0.45714,1.23698,0.91409,0.00666,0.00044296,0.00044296,0.00044296
83,2466.91,0.95514,0.49923,0.00274,0.67478,0.73801,0.70857,0.46126,1.25514,0.875,0.00667,0.000432689,0.000432689,0.000432689
84,2499.81,0.97611,0.51746,0.00272,0.64377,0.73718,0.68648,0.44623,1.2465,0.89119,0.00664,0.000422449,0.000422449,0.000422449
85,2534.02,0.94667,0.50247,0.00264,0.73633,0.66268,0.70356,0.46005,1.2495,0.86771,0.00674,0.000412246,0.000412246,0.000412246
86,2566.96,0.94308,0.50298,0.00267,0.6395,0.71316,0.70444,0.46216,1.24705,0.90418,0.0067,0.000402084,0.000402084,0.000402084
87,2602.51,0.94204,0.4795,0.0027,0.71406,0.722,0.72138,0.46992,1.23973,0.91437,0.00669,0.000391966,0.000391966,0.000391966
88,2639.29,0.93809,0.48582,0.00263,0.72122,0.6948,0.69136,0.45903,1.24015,0.92391,0.00668,0.000381899,0.000381899,0.000381899
89,2674.16,0.94389,0.49162,0.00263,0.73405,0.69152,0.70804,0.44603,1.25796,0.94069,0.00676,0.000371885,0.000371885,0.000371885
90,2708.41,0.93836,0.49193,0.00261,0.73402,0.68358,0.69497,0.45052,1.2487,0.90067,0.00673,0.000361929,0.000361929,0.000361929
91,2741.92,0.93867,0.48395,0.0026,0.66107,0.72063,0.69036,0.45069,1.24751,0.93004,0.00677,0.000352037,0.000352037,0.000352037
92,2774.54,0.93204,0.48061,0.00257,0.68983,0.70558,0.69556,0.45735,1.23347,0.93325,0.00662,0.000342211,0.000342211,0.000342211
93,2809.53,0.91433,0.47991,0.0026,0.70331,0.71688,0.70876,0.46225,1.25075,0.93154,0.00673,0.000332457,0.000332457,0.000332457
94,2844.21,0.91899,0.47538,0.00259,0.69408,0.73086,0.72184,0.47006,1.24015,0.92857,0.00672,0.000322778,0.000322778,0.000322778
95,2878.73,0.91509,0.46258,0.00258,0.70757,0.71507,0.71944,0.46577,1.2514,0.92569,0.00673,0.00031318,0.00031318,0.00031318
