epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,5074.43,0.92093,0.44832,0.00269,0.74838,0.72635,0.73897,0.48461,1.24353,0.8416,0.00665,0.000432689,0.000432689,0.000432689
84,5136.55,0.93554,0.45515,0.0027,0.72477,0.7063,0.71659,0.47333,1.23455,0.89295,0.00659,0.000422449,0.000422449,0.000422449
85,5211.7,0.93018,0.46097,0.00265,0.69129,0.71003,0.70343,0.47175,1.22377,0.8723,0.00648,0.000412246,0.000412246,0.000412246
86,5275.39,0.9021,0.44087,0.00263,0.71948,0.69893,0.71002,0.47664,1.22693,0.87262,0.0065,0.000402084,0.000402084,0.000402084
87,5340.14,0.90173,0.43056,0.00266,0.76581,0.68945,0.71012,0.47207,1.22215,0.89778,0.00646,0.000391966,0.000391966,0.000391966
88,5402.05,0.91169,0.43428,0.00262,0.72149,0.70684,0.70136,0.47128,1.23641,0.89898,0.00655,0.000381899,0.000381899,0.000381899
89,5465.25,0.91023,0.43614,0.00259,0.76715,0.68008,0.70379,0.47768,1.23353,0.91573,0.00652,0.000371885,0.000371885,0.000371885
90,5527.12,0.91241,0.44312,0.00259,0.7077,0.73127,0.70932,0.47218,1.24151,0.89138,0.00658,0.000361929,0.000361929,0.000361929
91,5577.59,0.90928,0.43952,0.00262,0.78447,0.70575,0.72827,0.48945,1.23078,0.86122,0.00654,0.000352037,0.000352037,0.000352037
92,5636.91,0.89369,0.44627,0.00258,0.76591,0.6855,0.70545,0.46988,1.23038,0.89551,0.00651,0.000342211,0.000342211,0.000342211
93,5692.35,0.8964,0.43946,0.00261,0.75905,0.71081,0.72753,0.48827,1.2466,0.93958,0.00664,0.000332457,0.000332457,0.000332457
94,5755.1,0.88538,0.42014,0.00259,0.76534,0.68509,0.71656,0.47835,1.22936,0.92329,0.00657,0.000322778,0.000322778,0.000322778
95,5827.87,0.86881,0.42036,0.0025,0.69777,0.7312,0.70977,0.47776,1.22894,0.91032,0.00656,0.00031318,0.00031318,0.00031318
96,5892.01,0.89146,0.43895,0.00251,0.75471,0.68392,0.70391,0.47375,1.23777,0.90037,0.00655,0.000303665,0.000303665,0.000303665
97,5952.25,0.88275,0.41969,0.0025,0.68665,0.69079,0.69688,0.46683,1.24078,0.92404,0.00662,0.000294239,0.000294239,0.000294239
